rfq_id,match_id,similarity_score,experiment
8aff426d-b8c0-43aa-ad26-835ef4de6129,7d1ab305-7fc6-4ab0-bc2a-9ae1e038e67e,0.49098184424271385,dimension_focus
8aff426d-b8c0-43aa-ad26-835ef4de6129,b2bc544a-219d-4899-9fa4-191e3f475649,0.4842392263767994,dimension_focus
8aff426d-b8c0-43aa-ad26-835ef4de6129,ee5c62d7-b0f9-4818-8698-425ffdcdb11a,0.46954259032983997,dimension_focus
37e624be-b125-464f-85b6-1838530193ef,a3f38767-02ae-4990-be18-35ca819684a7,0.3846153846153846,dimension_focus
37e624be-b125-464f-85b6-1838530193ef,56c75e72-50ae-4e29-aea4-f6394e1d986b,0.3846153846153846,dimension_focus
37e624be-b125-464f-85b6-1838530193ef,25c46875-dbeb-4ef4-ad33-7aff8384fb2a,0.34615384615384615,dimension_focus
b8257184-6307-46ab-b06e-d979336d1263,41dce460-7b73-4340-aa02-c10a79198432,0.4368131868131868,dimension_focus
b8257184-6307-46ab-b06e-d979336d1263,985a13af-6aee-4660-83c1-ce5114758d4e,0.40384615384615385,dimension_focus
b8257184-6307-46ab-b06e-d979336d1263,60206076-d947-48c6-bbba-14d1b9b2f859,0.40384615384615385,dimension_focus
63140d1f-dda8-40fe-8931-bcaba65d5772,11cffc57-44be-4d79-bfd5-97482be566d3,0.36538461538461536,dimension_focus
63140d1f-dda8-40fe-8931-bcaba65d5772,75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,0.36538461538461536,dimension_focus
63140d1f-dda8-40fe-8931-bcaba65d5772,12779ba3-969c-48dc-97d8-33e72279f695,0.34615384615384615,dimension_focus
11cffc57-44be-4d79-bfd5-97482be566d3,63140d1f-dda8-40fe-8931-bcaba65d5772,0.36538461538461536,dimension_focus
11cffc57-44be-4d79-bfd5-97482be566d3,75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,0.36538461538461536,dimension_focus
11cffc57-44be-4d79-bfd5-97482be566d3,12779ba3-969c-48dc-97d8-33e72279f695,0.34615384615384615,dimension_focus
75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,63140d1f-dda8-40fe-8931-bcaba65d5772,0.36538461538461536,dimension_focus
75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,11cffc57-44be-4d79-bfd5-97482be566d3,0.36538461538461536,dimension_focus
75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,12779ba3-969c-48dc-97d8-33e72279f695,0.34615384615384615,dimension_focus
973d80a1-f1b8-461b-bb25-7d8852968b1c,8fe87807-dae8-4341-94fd-2ab91f176464,0.3846153846153846,dimension_focus
973d80a1-f1b8-461b-bb25-7d8852968b1c,a0e91fd1-b00b-4ff7-8633-62657662b03b,0.3846153846153846,dimension_focus
973d80a1-f1b8-461b-bb25-7d8852968b1c,8ded8ec2-f221-4c6d-aadb-fa8294388127,0.3846153846153846,dimension_focus
8fe87807-dae8-4341-94fd-2ab91f176464,973d80a1-f1b8-461b-bb25-7d8852968b1c,0.3846153846153846,dimension_focus
8fe87807-dae8-4341-94fd-2ab91f176464,a0e91fd1-b00b-4ff7-8633-62657662b03b,0.3846153846153846,dimension_focus
8fe87807-dae8-4341-94fd-2ab91f176464,1982a20f-640e-4caa-b9e7-3ca15d7e1acb,0.3846153846153846,dimension_focus
c18a7f01-1cb6-4987-a2cc-93251d3719b9,0777b4fd-292a-439b-848f-d772ee28c3b8,0.36538461538461536,dimension_focus
c18a7f01-1cb6-4987-a2cc-93251d3719b9,078f6ae4-4cf2-4c74-b810-157537c3a8b9,0.36538461538461536,dimension_focus
c18a7f01-1cb6-4987-a2cc-93251d3719b9,f76753db-d647-4d96-811c-a0b4bb978fa7,0.36538461538461536,dimension_focus
0777b4fd-292a-439b-848f-d772ee28c3b8,c18a7f01-1cb6-4987-a2cc-93251d3719b9,0.36538461538461536,dimension_focus
0777b4fd-292a-439b-848f-d772ee28c3b8,078f6ae4-4cf2-4c74-b810-157537c3a8b9,0.36538461538461536,dimension_focus
0777b4fd-292a-439b-848f-d772ee28c3b8,f76753db-d647-4d96-811c-a0b4bb978fa7,0.36538461538461536,dimension_focus
a0e91fd1-b00b-4ff7-8633-62657662b03b,973d80a1-f1b8-461b-bb25-7d8852968b1c,0.3846153846153846,dimension_focus
a0e91fd1-b00b-4ff7-8633-62657662b03b,8fe87807-dae8-4341-94fd-2ab91f176464,0.3846153846153846,dimension_focus
a0e91fd1-b00b-4ff7-8633-62657662b03b,63078462-b3a8-463c-8c44-301ec9d0d024,0.3846153846153846,dimension_focus
84be5122-71d5-4a35-a912-fd2911e3c64f,0f595b0b-2253-4585-a672-fda592da7191,0.4560439560439561,dimension_focus
84be5122-71d5-4a35-a912-fd2911e3c64f,4d565122-229a-4541-8a53-3b18169c3635,0.3846153846153847,dimension_focus
84be5122-71d5-4a35-a912-fd2911e3c64f,c84fd909-5885-4672-b8ca-0bc291cda986,0.3846153846153847,dimension_focus
